FAMILIA,OBJETO_ALCANCE,APLICA_PMA_PSM,NUM_FICHAS,FICHAS_APLICAN,PMOOR-1,PMOOR-2,AS-1,AS-2,AS-3,AS-4,AS-5,AS-6,AS-7,AS-8: PMCOR-2,AS-9,AS-10: PMCOR-18,AS-11: PMAAH-5,ARH-1,ARH-2,ARA-1,ARA-2,ACA-1,ACA-2,BS-1,BS-2,BS-3,BPCH-1,BRAI-1,BH-1,BCEVF-1,BC-1,BC-2,BC-3,GS-1,GS-2,GS-3,GS-4,GS-5,GS-6,PGSO1-8,PSMA-1,ASM-1,ASM-2,ASM-3,ASM-4,ASM-5,ASM-6,PM-1,BSM-1,BSM-2,BSM-3,SSM-1,SSM-2,SSM-3,SSM-4
Informática,Telecomunicaciones Operativas OBC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Prestar servicio de soporte y mantenimiento de Swift y SAP BCM,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,"Labores de soporte a la operación en las estaciones Rubiales, Corocora, Jagüey, Cusiana y mantenimiento técnico de las estaciones Rubiales, Corocora, Jagüey, Monterrey y el Oleoducto Rubiales- Monterrey y su derivación el Viento - Cusiana.",True,32,"['PMOOR-1', 'PMOOR-2', 'AS-1', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'AS-8: PMCOR-2', 'AS-9', 'AS-10: PMCOR-18', 'AS-11: PMAAH-5', 'ARH-1', 'ARH-2', 'ARA-1', 'BS-1', 'BS-2', 'BS-3', 'BPCH-1', 'BRAI-1', 'BH-1', 'GS-3', 'PSMA-1', 'ASM-1', 'ASM-2', 'ASM-3', 'ASM-4', 'ASM-6', 'BSM-1', 'BSM-3', 'SSM-3']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,"SERVICIO ESPECIALIZADO PARA EL MONITOREO, ANALISIS Y DIAGNOSTICO DE LA CORROSION INTERIOR EN DUCTOS DE TRANSPORTE Y TANQUES DE ALMACENAMIENTO MANTENIDOS Y OPERADOS POR ODL, POR ECOPETROL Y BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,SERVICIO ESPECIALIZADO PARA LA GESTIÓN INTEGRAL DE LA AMENAZA DE CORROSIÓN EXTERNA EN LOS EQUIPOS ESTÁTICOS DE ODL Y BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,OBRAS DE MANTENIMIENTO DE LA INFRAESTRUCTURA QUE HACE PARTE DE LAS LÍNEAS DE TRANSPORTE DE HIDROCARBUROS.,True,33,"['PMOOR-2', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'AS-8: PMCOR-2', 'AS-9', 'AS-10: PMCOR-18', 'AS-11: PMAAH-5', 'ARH-1', 'ARH-2', 'ARA-1', 'ARA-2', 'BS-1', 'BS-2', 'BS-3', 'BPCH-1', 'BRAI-1', 'BH-1', 'BCEVF-1', 'GS-3', 'ASM-1', 'ASM-2', 'ASM-3', 'ASM-4', 'ASM-6', 'PM-1', 'BSM-1', 'BSM-2', 'BSM-3', 'SSM-3']",False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,Suministro y mantenimiento al sistema de monitoreo remoto de las URPC de ODL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,Aplicación Metodología ICDA para el tramo El Viento - Monterrey,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,"SERVICIO DE REPARACIÓN DE VÁLVULAS TIPO COMPUERTA, BOLA, TWIN SEAL, 4 VIAS, Y CHEQUE DEL OLEODUCTO DE LOS LLANOS",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,Inspección y mantenimiento de los Sellos pasamuros y filtraciones en las casetas de las válvulas de seccionamiento de ODL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,Estabilización de taludes en estación Rubiales,True,20,"['AS-1', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'ARA-1', 'BS-1', 'BS-2', 'BPCH-1', 'BRAI-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-2', 'ASM-3', 'BSM-1', 'BSM-3', 'SSM-3']",False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,VALIDACIÓN DE DISEÑOS Y CONSTRUCCIÓN DE OBRAS PARA EL MEJORAMIENTO DE LA VÍAS DE ACCESO Y EL PATIO DE MANIOBRAS DEL DESCARGADERO DE LA ESTACIÓN JAGÜEY DEL ODL.,True,24,"['AS-1', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'ARH-1', 'ARA-1', 'BS-1', 'BS-2', 'BS-3', 'BPCH-1', 'BRAI-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-2', 'ASM-3', 'ASM-4', 'ASM-6', 'BSM-1', 'BSM-3', 'SSM-3']",False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,"Mantenimiento de vías de acceso en la Estación de Bombeo Rubiales, Estación de Rebombeo Corocora, Estación de Rebombeo Jagüey, Línea y Valvulas de Seccionamiento de ODL.",True,24,"['AS-1', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'ARH-1', 'ARA-1', 'BS-1', 'BS-2', 'BS-3', 'BPCH-1', 'BRAI-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-2', 'ASM-3', 'ASM-4', 'ASM-6', 'BSM-1', 'BSM-3', 'SSM-3']",False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,TECHADO BOMBAS DESCARGADERO JAGUEY.,True,15,"['AS-1', 'AS-4', 'AS-5', 'AS-7', 'ARA-1', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-2', 'ASM-3', 'BSM-1', 'SSM-3']",False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,"Implementación de un sistema de seguridad electrónica que incluya CCTV, control de acceso, sensores de apertura y movimiento; enlazados al Command center.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,MEJORAS FISICAS DEL CUARTO DE CONTROL ESTACION JAGUEY DEL OLEODUCTO DE LOS LLANOS ORIENTALES S.A.,True,11,"['AS-1', 'AS-4', 'AS-5', 'AS-7', 'ARA-1', 'BS-2', 'BS-3', 'GS-3', 'ASM-1', 'ASM-3', 'SSM-3']",False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento de Ductos y Obras Civiles,prefabricación de dos spools patín 2  bomba 3 descargadero estación Jagüey.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento de Ductos y Obras Civiles,OPERACIÓN Y MANTENIMIENTO DE LAS FACILIDADES CONSTRUIDAS POR ODL PARA LA ENTREGA DE CRUDO EN LA ESTACIÓN CUSIANA.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"ACUERDO DE TARIFAS SERVICIO DE MECANIZADO, BABITADO, RECONSTRUCCION Y FABRICACION DE PARTES PARA LOS EQUIPOS PERTENECIENTES AL OLEODUCTO DE LOS LLANOS ORIENTALES S.A. Y OLEODUCTO BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Medición de Vibraciones,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Medición de Termografías,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Medición de Calidad de la energía,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Servicio Especializado para la Inspección en servicio y fuera de servicio  de TKs ODL y Bicentenario,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Medición de MCEMAX,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,MANTENIMIENTO PROGRAMADO DE VÁLVULAS DE SEGURIDAD Y ALIVIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"Realizar un diagnostico y scanner a los motores Diesel de las bombas agua, espuma y generadores",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,PROGRAMA DE GERENCIAMIENTO DE CONFIABILIDAD Y MANTENIMIENTO DE SISTEMAS DE SELLADO MECÁNICO PARA ODL-BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,MANTENIMIENTO ACTUADORES NEUM/EH Y MASTERSTATION ROTORK,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"Mantenimiento correctivo de motores ( Limpieza de devanados, recuperación de nivel de aislamiento cambio de rodamientos, pintura)",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"Servicio de inspección, mantenimiento y certificación de Manlift, montacarga y Puente grúa",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,MANTENIMIENTO ESPECIALIZADO FIRE AND GAS DETTRONICS Y AGENTE LIMPIO ODL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento de los tanques de almacenamiento de ODL y Bicentenario,True,12,"['AS-1', 'AS-5', 'AS-7', 'ARA-1', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-3', 'SSM-3']",False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,MANTENIMIENTO ESPECIALIZADO A PLANTAS DE TRATAMIENTO DE AGUAS DE ODL,True,13,"['AS-5', 'AS-7', 'ARH-1', 'ARA-1', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-3', 'ASM-4', 'SSM-3']",False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,MANTENIMIENTO ESPECIALIZADO DE COMPRESORES,True,6,"['AS-5', 'AS-7', 'GS-3', 'ASM-1', 'ASM-3', 'SSM-3']",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,Valoración de riesgo de los sistemas de tubería y tanques de las estaciones de ODL y Bicentenario.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,MANTENIMIENTO ESPECIALIZADO A SISTEMA DETECTOR DE TORMENTAS DE RUBIALES,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,MANTENIMIENTO ESPECIALIZADO DE VÁLVULAS DE PRESIÓN Y VACÍO DE TANQUES,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,SERVICIO DE MANTENIMIENTO ESPECIALIZADO DE VARIADORES DE VELOCIDAD TOSHIBA,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,SERVICIO DE MANTENIMIENTO DE VARIADORES DE VELOCIDAD ALLEN BRADLEY,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"SERVICIO DE MANTENIMIENTO ESPECIALIZADO DE UPS, INVERSORES Y CARGADORES DE BATERÍAS.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,ESTUDIO DE COORDINACIÓN DE PROTECCIONES E IMPLEMENTACIÓN EN COROCORA,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Análisis de Falla en laboratorio para determinar la causa raíz de la falla y usar esta información para mejorar la confiabilidad del producto. Acuerdo de tarifas para requerimientos por llamado,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento basado en desempeño de los sistemas de aire acondicionado del Oleoducto de los Llanos Orientales S.A y Oleoducto Bicentenario de Colombia S.A.S,True,5,"['AS-7', 'ARA-1', 'GS-3', 'ASM-3', 'SSM-3']",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,"""Análisis de lubricantes, asesoría en el área de lubricación y limpieza interna de máquinas.
Acuerdo de tarifas por llamado""",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Servicio de mantenimiento de los equipos eléctricos marca siemens en la estación de bombeo Rubiales y en las estaciones de rebombeo Corocora y jagüey del Oleoducto de los Llanos Orientales,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Desarrollo de las estrategias de Confiabilidad de modelos mixtos de confiabilidad,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,SERVICIO DE TRANSPORTE DE FLUIDOS Y ATENCIÓN DE EMERGENCIAS POR MEDIO DE CAMIONES DE VACÍO PARA EL OLEODUCTO DE LOS LLANOS ORIENTALES ODL S.A,True,5,"['AS-5', 'ARA-1', 'GS-3', 'ASM-1', 'SSM-3']",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,SERVICIO DE REPARACIÓN DE CELDAS DE POTENCIA TOSHIBA,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento preventivo y correctivo motores diesel,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Análisis de Aceite Dieléctrico,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Mantenimiento Basado en Condición - Ultrasonido,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"DIMENSIONAMIENTO, SUMINISTRO E INSTALACIÓN DE UN BANCO DE CONDENSADORES PARA LA ESTACIÓN JAGUEY.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,REPARACION DIQUE TANQUE  RELEVO TQ-0501 DE LA ESTACION JAGUEY.,True,12,"['AS-4', 'AS-5', 'AS-7', 'ARA-1', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-1', 'ASM-3', 'SSM-3']",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,SERVICIO DE MANTENIMIENTO PROTECCIONES ELÉCTRICAS- RELÉ MULTILIN,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,SERVICIO DE CALIBRACION Y AFORO SISTEMAS DE MEDICION PARA LAS ESTACIONES DEL OLEODUCTO DE LOS LLANOS ORIENTALES S.A. Y OLEODUCTO BICENTENARIO S.A.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Servicio de Mantenimiento de Generadores eléctricos en Estaciones,True,10,"['AS-7', 'ARA-1', 'ARA-2', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-3', 'SSM-3']",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,Mantenimiento de las plantas térmicas para asegurar la integridad de las mismas bajo cualquier modalidad y momento,True,10,"['AS-7', 'ARA-1', 'ARA-2', 'BS-2', 'BS-3', 'BPCH-1', 'BH-1', 'GS-3', 'ASM-3', 'SSM-3']",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,"Asegurar la atención de los mantenimientos en backlog, los mantenimientos preventivos y correctivos
Realizar comprar de repuestos críticos , mediante compras directas.
Establecer el plan de acción para actividades mejorativas que aumenten la confiabilidad y flexibilidad para operaciones y mantenimiento.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"CONTRATAR LOS SERVICIOS DE OPERACION Y MANTENIMIENTO DEL OLEODUCTO DE LOS LLANOS ORIENTALES, CON SUJECION A LAS MEJORES PRACTICAS DE INGENIERIA Y ESTANDARES DE LA INDUSTRIA PETROLERA, AL MANULA DEL TRANSPORTE Y A LAS DIRECTRICES DE LA COMPAÑIA, DE CONFORMIDAD CON EL ALCANCE QUE SE SEÑALA EN EL ANEXO No. 1 ""ALCANCE DEL CONTRATO"" Se migro al Contrato 7205871",True,33,"['PMOOR-2', 'AS-1', 'AS-2', 'AS-3', 'AS-4', 'AS-5', 'AS-6', 'AS-7', 'AS-8: PMCOR-2', 'AS-9', 'AS-10: PMCOR-18', 'AS-11: PMAAH-5', 'ARH-1', 'ARH-2', 'ARA-1', 'ARA-2', 'ACA-1', 'BS-1', 'BS-2', 'BS-3', 'BPCH-1', 'BRAI-1', 'BH-1', 'GS-3', 'PSMA-1', 'ASM-1', 'ASM-2', 'ASM-3', 'ASM-4', 'ASM-6', 'PM-1', 'BSM-3', 'SSM-3']",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False
Mantenimiento Operativo,"Inspección y Diagnostico de las plantas PTAP / PTAR, Estacion Rubiales",True,5,"['AS-5', 'ARH-1', 'ASM-1', 'ASM-4', 'SSM-3']",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Mantenimiento Operativo,"Contrato (7200392) de cesión Ecopetrol – Cenit ""SERVICIOS DE MANTENIMIENTO DEL OLEODUCTO DE LOS LLANOS ORIENTALES"".",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,"ACUERDO DE TARIFAS SERVICIO DE MECANIZADO, BABITADO, RECONSTRUCCION Y FABRICACION DE PARTES PARA LOS EQUIPOS PERTENECIENTES AL OLEODUCTO DE LOS LLANOS ORIENTALES S.A. Y OLEODUCTO BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mantenimiento Operativo,Servicio Especializado para la Inspección en servicio y fuera de servicio de TKs ODL y Bicentenario,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
